,Crude Oil IPMP,inflation_diff,Official Exchange Rate_diff,Informal Exchange Rate_diff,Monetary Supply (M2)_diff,Interest Rate_diff,General IPMP_diff,Agriculture IPMP_diff,Metals IPMP_diff
2014-04-01,576.4,-0.8,0.07000000000000028,-0.40000000000000036,-1.3000000000000007,0.34999999999999787,8.199999999999989,8.699999999999989,-0.19999999999998863
2014-05-01,586.0,-0.40000000000000013,0.04139999999999944,0.6750000000000007,0.3000000000000007,-1.1149999999999984,-1.0,-1.099999999999966,-3.3999999999999773
2014-06-01,598.1,-0.09999999999999987,0.08280000000000065,0.5749999999999993,1.1000000000000014,-1.0899999999999999,-8.100000000000023,-8.700000000000017,-1.3000000000000114
2014-07-01,571.6,0.09999999999999987,0.03509999999999991,0.47499999999999964,1.3999999999999986,-0.6400000000000006,-22.0,-23.0,10.5
2014-08-01,544.9,-0.09999999999999987,0.15579999999999927,0.9749999999999996,1.4000000000000021,-0.5850000000000009,-4.099999999999966,-3.0999999999999943,-2.6000000000000227
2014-09-01,519.8,0.09999999999999987,0.10289999999999999,1.375,0.6999999999999993,-0.48999999999999844,1.099999999999966,3.1999999999999886,-11.199999999999989
2014-10-01,467.1,-0.19999999999999996,0.06099999999999994,0.125,0.0,0.6900000000000013,-36.99999999999997,-35.79999999999998,-5.300000000000011
2014-11-01,419.6,-0.09999999999999987,0.03369999999999962,-1.299999999999999,0.05000000000000071,0.47499999999999787,19.69999999999999,22.5,-6.0
2014-12-01,332.0,-0.10000000000000009,0.03550000000000075,-0.3000000000000007,2.1499999999999986,0.7950000000000017,-5.799999999999983,-2.200000000000017,-4.399999999999977
2015-01-01,260.8,0.10000000000000009,0.05289999999999928,0.5700000000000003,1.6999999999999993,-0.6700000000000017,-17.5,-14.699999999999989,-3.1000000000000227
2015-02-01,310.0,-0.20000000000000007,0.0835000000000008,-0.5250000000000004,2.1000000000000014,0.3500000000000014,-4.5,-6.300000000000011,-5.2999999999999545
2015-03-01,298.3,0.4,0.09309999999999974,-0.3099999999999987,3.099999999999998,0.3200000000000003,-4.0,-3.0999999999999943,-5.900000000000034
2015-04-01,316.9,-0.19999999999999996,0.08670000000000044,-0.13500000000000156,1.3500000000000014,-0.20500000000000185,-5.600000000000023,-6.400000000000006,1.900000000000034
2015-05-01,345.4,-0.10000000000000009,0.08300000000000018,-0.05999999999999872,1.0499999999999972,-0.375,-2.5,-3.6999999999999886,5.0
2015-06-01,332.2,0.0,0.0929000000000002,0.1349999999999998,1.2000000000000028,0.4200000000000017,3.1000000000000227,4.199999999999989,-7.600000000000023
2015-07-01,299.9,0.30000000000000004,0.10089999999999932,1.3899999999999988,-0.10000000000000142,0.005000000000002558,10.099999999999994,12.600000000000023,-12.800000000000011
2015-08-01,252.3,-0.10000000000000009,0.10079999999999956,0.9100000000000001,0.0,0.8299999999999983,-13.0,-11.400000000000006,-6.899999999999977
2015-09-01,252.4,0.0,0.12190000000000012,0.6900000000000013,0.10000000000000142,0.00999999999999801,-10.900000000000006,-11.599999999999994,2.5
2015-10-01,257.7,-0.09999999999999987,0.12439999999999962,0.0649999999999995,-0.3999999999999986,0.22500000000000142,1.0999999999999943,0.799999999999983,2.3999999999999773
2015-11-01,236.6,0.8999999999999999,0.13760000000000083,-0.6400000000000006,0.8500000000000014,1.9899999999999984,-8.599999999999994,-6.699999999999989,-17.0
2015-12-01,201.5,1.9,1.8005999999999993,-0.7400000000000002,1.5499999999999972,1.1849999999999987,-2.5999999999999943,-1.4000000000000057,-4.099999999999994
2016-01-01,166.7,0.19999999999999973,2.2270000000000003,-0.08000000000000007,-5.700000000000003,-0.19499999999999673,-4.200000000000017,-3.5,2.0999999999999943
2016-02-01,177.5,-1.3999999999999995,1.1598000000000006,0.7100000000000009,-3.599999999999998,-0.6700000000000017,1.1000000000000227,-0.9000000000000057,17.100000000000023
2016-03-01,209.3,0.2999999999999998,0.1468999999999987,0.5,-0.5,2.7399999999999984,3.8999999999999773,2.0999999999999943,10.800000000000011
2016-04-01,225.0,0.3999999999999999,-0.5519999999999996,-0.6699999999999999,-1.8999999999999986,0.620000000000001,9.900000000000006,9.600000000000023,0.0999999999999659
2016-05-01,252.0,0.8000000000000003,-0.27179999999999893,-0.25,-2.1999999999999993,0.4499999999999993,18.700000000000017,18.19999999999999,-0.19999999999998863
2016-06-01,258.5,-1.1,0.0030999999999998806,-0.23499999999999943,-2.1000000000000014,-1.3349999999999973,9.699999999999989,9.5,2.0
2016-07-01,241.0,-1.1,0.7685999999999993,0.8199999999999985,-1.0,-2.575000000000003,-14.800000000000011,-15.699999999999989,12.699999999999989
2016-08-01,247.9,-1.8,-0.05959999999999965,0.16999999999999993,-0.8000000000000007,-1.509999999999998,-7.899999999999977,-7.800000000000011,-1.3000000000000114
2016-09-01,246.0,0.9000000000000001,0.2508999999999997,0.045000000000001705,-0.8000000000000007,-1.7750000000000021,-2.4000000000000057,-2.0999999999999943,-3.099999999999966
2016-10-01,264.9,1.2999999999999998,0.08029999999999937,0.11999999999999922,0.20000000000000284,-0.8199999999999967,-0.09999999999999432,0.0,-5.5
2016-11-01,246.7,-0.7999999999999998,0.15890000000000093,0.22000000000000064,1.5499999999999972,-0.8850000000000016,1.5999999999999943,1.5,5.599999999999966
2016-12-01,289.1,-0.40000000000000013,0.48969999999999914,0.8099999999999987,0.75,-1.0549999999999997,1.9000000000000057,1.9000000000000057,-9.099999999999966
2017-01-01,294.0,0.10000000000000009,0.07690000000000019,0.245000000000001,7.0,-0.33500000000000085,3.299999999999983,2.5,8.199999999999989
2017-02-01,296.9,1.2,-0.30819999999999936,-0.4150000000000027,1.9000000000000021,-0.14499999999999957,-0.4000000000000057,-1.4000000000000057,10.899999999999977
2017-03-01,277.5,-0.10000000000000009,-0.07460000000000022,-0.36999999999999744,1.0,-0.16999999999999815,-4.899999999999977,-4.400000000000006,-0.8999999999999773
2017-04-01,282.9,0.20000000000000018,-0.1637000000000004,-0.14000000000000057,0.1999999999999993,-0.3200000000000003,-5.600000000000023,-5.800000000000011,2.5
2017-05-01,272.1,-1.3,0.33810000000000073,0.120000000000001,0.8999999999999986,0.254999999999999,2.4000000000000057,3.1000000000000227,-6.199999999999989
2017-06-01,251.0,-0.10000000000000009,0.4184999999999981,0.46000000000000085,1.750000000000007,0.25,-1.1999999999999886,-1.0,1.6999999999999886
2017-07-01,259.8,0.5,1.0524000000000022,1.2099999999999973,0.7499999999999929,0.16999999999999815,5.400000000000006,5.199999999999989,1.6000000000000227
2017-08-01,275.3,-0.30000000000000004,0.24749999999999872,0.5650000000000013,0.3999999999999986,0.485000000000003,-4.600000000000023,-6.199999999999989,15.199999999999989
2017-09-01,294.0,0.5,-0.16999999999999815,-0.33500000000000085,0.4000000000000057,0.514999999999997,2.5,1.5,6.699999999999989
2017-10-01,307.9,-0.3999999999999999,0.20629999999999882,0.030000000000001137,-0.10000000000000142,0.2700000000000031,1.5,1.5999999999999943,-4.0
2017-11-01,334.7,-0.10000000000000009,0.039699999999999847,0.08500000000000085,-1.0,1.384999999999998,0.20000000000001705,-0.20000000000001705,-0.30000000000001137
2017-12-01,343.6,1.7000000000000002,0.20759999999999934,0.004999999999999005,-2.3000000000000043,0.754999999999999,0.4000000000000057,0.20000000000001705,-0.5999999999999659
2018-01-01,368.9,-1.3,1.3289000000000009,1.5449999999999982,-0.6999999999999957,-0.00999999999999801,5.799999999999983,4.099999999999994,14.0
2018-02-01,349.8,0.5999999999999999,0.8119000000000014,0.5650000000000013,-1.1500000000000021,-0.14499999999999957,5.700000000000017,6.199999999999989,-1.6000000000000227
2018-03-01,355.2,-0.10000000000000009,0.3968999999999987,0.5750000000000028,-1.6499999999999986,0.045000000000001705,5.799999999999983,6.400000000000006,-5.800000000000011
2018-04-01,382.5,0.40000000000000036,-0.0029000000000003467,-0.11500000000000199,-0.05000000000000071,0.06999999999999673,2.700000000000017,1.5999999999999943,4.800000000000011
2018-05-01,409.1,-0.6000000000000001,3.4338000000000015,4.559999999999999,-1.3500000000000014,4.390000000000001,2.5999999999999943,2.200000000000017,-2.3000000000000114
2018-06-01,401.9,1.6,2.8654999999999973,3.0000000000000036,-3.849999999999998,1.1849999999999987,-11.900000000000006,-11.599999999999994,-4.899999999999977
2018-07-01,398.2,-0.6000000000000001,1.0905000000000022,0.49999999999999645,-0.6500000000000021,4.495000000000001,-7.900000000000006,-6.400000000000006,-15.199999999999989
2018-08-01,390.1,0.7999999999999998,2.4998000000000005,1.8000000000000007,-3.3999999999999986,0.8550000000000004,-2.299999999999983,-1.700000000000017,-5.5
2018-09-01,420.9,2.6,8.465500000000002,8.725000000000001,0.05000000000000071,5.149999999999999,-4.800000000000011,-5.599999999999994,-0.4000000000000341
2018-10-01,430.1,-1.0999999999999996,-1.4698000000000064,-1.4500000000000028,-2.4499999999999993,8.495000000000005,3.9000000000000057,3.4000000000000057,3.8000000000000114
2018-11-01,349.9,-2.2,-0.6611999999999938,-1.5249999999999986,-4.450000000000001,1.4599999999999937,-2.9000000000000057,-0.5999999999999943,-1.5
2018-12-01,301.8,-0.6000000000000001,1.4261999999999944,1.3999999999999986,0.15000000000000036,-1.9249999999999972,0.6999999999999886,2.299999999999983,1.8999999999999773
2019-01-01,317.5,0.2999999999999998,-0.4782999999999973,1.3500000000000014,1.5,-1.9450000000000003,2.9000000000000057,1.9000000000000057,4.7000000000000455
2019-02-01,342.8,0.8999999999999999,1.0016999999999996,-0.375,-1.700000000000001,-7.585000000000001,5.900000000000006,4.599999999999994,7.399999999999977
2019-03-01,354.1,0.9000000000000004,2.953800000000001,2.625,1.5,3.375,-6.400000000000006,-6.899999999999977,-0.5
2019-04-01,380.0,-1.3000000000000003,1.8714000000000013,2.75,2.5999999999999996,6.93,-3.9000000000000057,-4.5,-1.6000000000000227
2019-05-01,377.9,-0.2999999999999998,1.6993999999999971,2.049999999999997,2.6000000000000014,4.210000000000001,-0.29999999999998295,0.0,-3.0
2019-06-01,339.2,-0.3999999999999999,-1.1437999999999988,-0.7999999999999972,3.599999999999998,-0.6099999999999994,11.599999999999994,11.899999999999977,11.700000000000045
2019-07-01,342.2,-0.5,-1.2460000000000022,-1.2999999999999972,0.7000000000000028,-2.5799999999999983,-2.1999999999999886,-3.299999999999983,11.399999999999977
2019-08-01,316.3,1.7999999999999998,10.183700000000002,14.049999999999997,1.5,6.469999999999999,-9.800000000000011,-9.200000000000017,2.3999999999999773
2019-09-01,332.4,1.9000000000000004,3.7742999999999967,3.5,3.1499999999999986,3.75,1.1999999999999886,0.5,1.5
2019-10-01,318.0,-2.6000000000000005,2.0294000000000025,3.375,4.850000000000001,-3.3149999999999977,9.300000000000011,10.200000000000017,-3.8999999999999773
2019-11-01,335.2,1.0,1.2073000000000036,1.875,3.1000000000000014,-9.315000000000005,-2.8000000000000114,-3.0999999999999943,-3.5
2019-12-01,352.1,-0.5999999999999996,0.14509999999999934,4.25,3.799999999999997,-3.6199999999999974,2.4000000000000057,1.6999999999999886,2.8999999999999773
2020-01-01,341.5,-1.4000000000000004,0.12780000000000058,6.75,2.6000000000000014,-6.204999999999998,4.599999999999994,3.9000000000000057,13.0
2020-02-01,294.9,-0.2999999999999998,1.3373999999999953,0.375,13.100000000000001,-2.5799999999999983,-8.699999999999989,-7.0,-0.5
2020-03-01,178.2,1.2999999999999998,1.7743000000000038,5.375,3.5,-4.265000000000004,-12.0,-7.0,-3.7999999999999545
2020-04-01,127.3,-1.7999999999999998,2.6392999999999986,19.0,19.14999999999999,-7.385000000000002,-11.0,-8.800000000000011,6.599999999999966
2020-05-01,165.6,0.0,1.9634999999999962,22.5,16.05000000000001,3.1050000000000004,0.09999999999999432,-2.0999999999999943,6.400000000000034
2020-06-01,213.8,0.7000000000000002,1.8152000000000044,1.0,7.299999999999997,5.210000000000001,6.0,3.4000000000000057,10.0
2020-07-01,228.8,-0.30000000000000027,1.9342000000000041,4.0,2.200000000000003,-0.48999999999999844,6.099999999999994,4.400000000000006,20.399999999999977
2020-08-01,235.7,0.8000000000000003,1.8181000000000012,2.0,1.2999999999999972,1.4349999999999987,3.5,2.0,26.5
2020-09-01,219.3,0.09999999999999964,1.9055999999999926,5.0,-9.299999999999997,-0.14000000000000057,11.800000000000011,11.899999999999977,-5.0
2020-10-01,215.7,1.0,2.3706999999999994,34.0,-5.1000000000000085,0.7149999999999999,14.5,14.100000000000023,-2.1999999999999886
2020-11-01,229.8,-0.5999999999999996,2.363900000000001,-10.0,4.900000000000006,3.0,13.0,12.0,0.6999999999999886
2020-12-01,267.0,0.7999999999999998,2.7047000000000025,-10.0,-6.6000000000000085,0.5450000000000017,9.900000000000006,7.799999999999983,7.800000000000011
2021-01-01,290.9,0.0,3.332899999999995,7.0,-11.199999999999989,-0.03999999999999915,23.200000000000017,21.5,2.3999999999999773
2021-02-01,331.4,-0.3999999999999999,2.703800000000001,-8.0,-11.099999999999994,0.00999999999999801,7.699999999999989,6.5,-6.800000000000011
2021-03-01,350.1,1.1999999999999997,2.3918000000000035,-6.0,-2.200000000000017,-0.02499999999999858,2.8999999999999773,2.8000000000000114,-9.299999999999955
2021-04-01,345.9,-0.7000000000000002,1.7973999999999961,-1.0,-19.249999999999993,-0.11500000000000199,10.900000000000034,10.099999999999994,10.199999999999989
2021-05-01,362.9,-0.7999999999999998,1.2409999999999997,10.0,-13.950000000000003,0.2150000000000034,25.299999999999955,22.600000000000023,25.599999999999966
2021-06-01,390.4,-0.09999999999999964,1.1495000000000033,7.0,-0.6999999999999993,-0.010000000000005116,-8.0,-8.400000000000034,-2.5
2021-07-01,398.5,-0.20000000000000018,0.9834999999999923,20.0,0.6000000000000014,-0.10999999999999943,-13.899999999999977,-13.399999999999977,-3.7999999999999545
2021-08-01,373.8,-0.5,0.9760000000000133,1.5,2.6999999999999993,0.10000000000000142,-4.899999999999977,-3.5,-8.900000000000034
2021-09-01,398.3,1.0,1.0711999999999904,3.5,5.399999999999999,-0.10500000000000398,-13.800000000000011,-13.600000000000023,-5.0
2021-10-01,446.2,0.0,0.964100000000002,1.5,3.8000000000000043,0.005000000000002558,2.3999999999999773,1.0,1.0
2021-11-01,428.9,-1.0,1.061000000000007,14.0,3.1499999999999986,0.1700000000000017,10.300000000000011,10.800000000000011,-11.699999999999989
2021-12-01,395.1,1.2999999999999998,1.5783999999999878,-0.5,4.549999999999997,-0.13000000000000256,5.800000000000011,6.300000000000011,3.5
2022-01-01,455.8,0.10000000000000009,2.096100000000007,9.5,-25.2,3.0600000000000023,15.0,11.800000000000011,16.399999999999977
2022-02-01,513.0,0.8000000000000003,2.322500000000005,4.5,-26.5,0.25,20.19999999999999,17.0,14.900000000000034
2022-03-01,620.8,2.0,3.1513999999999953,-13.0,-0.39999999999999997,2.280000000000001,37.10000000000002,31.299999999999955,25.30000000000001
2022-04-01,565.8,-0.7000000000000002,3.8760000000000048,-2.0,1.0,3.469999999999999,4.0,6.300000000000011,-8.100000000000023
2022-05-01,602.7,-0.9000000000000004,4.4392,5.5,4.2,1.7650000000000006,0.8999999999999773,1.1000000000000227,-28.30000000000001
2022-06-01,641.7,0.20000000000000018,4.961999999999989,12.0,0.2999999999999998,1.3549999999999969,-6.899999999999977,-7.5,-11.099999999999966
2022-07-01,584.3,2.1000000000000005,5.709700000000012,74.5,3.8,4.270000000000003,-27.900000000000034,-23.69999999999999,-26.900000000000034
2022-08-01,526.5,-0.40000000000000036,6.8448999999999955,1.5,-1.0,12.424999999999997,3.0,5.0,3.6000000000000227
2022-09-01,482.7,-0.7999999999999998,8.334900000000005,-7.5,-0.09999999999999964,4.704999999999998,-9.599999999999966,-6.400000000000034,-19.900000000000034
2022-10-01,496.6,0.09999999999999964,8.96769999999998,5.0,2.4000000000000004,2.0500000000000114,-3.900000000000034,-4.399999999999977,-3.599999999999966
2022-11-01,487.3,-1.3999999999999995,9.525400000000019,16.0,-1.700000000000001,0.14999999999999147,3.0,2.599999999999966,13.800000000000011
2022-12-01,432.6,0.1999999999999993,10.784899999999993,17.0,5.100000000000001,0.09499999999999886,-9.0,-7.0,15.0
2023-01-01,444.8,0.9000000000000004,9.340900000000005,46.5,25.599999999999998,0.3149999999999977,6.5,4.800000000000011,19.599999999999966
2023-02-01,441.6,0.5999999999999996,9.648300000000006,8.5,46.85,-0.029999999999986926,-1.8000000000000114,-1.099999999999966,-9.300000000000011
2023-03-01,419.5,1.1000000000000005,11.213099999999997,1.0,15.75,0.7049999999999841,-12.199999999999989,-11.300000000000011,6.600000000000023
2023-04-01,447.8,0.7000000000000002,13.450400000000002,29.0,-2.049999999999997,2.490000000000009,-2.6999999999999886,-5.100000000000023,12.0
2023-05-01,393.2,-0.6000000000000005,14.634899999999988,71.0,5.450000000000003,16.069999999999993,-19.30000000000001,-15.799999999999983,-7.300000000000011
2023-06-01,387.5,-1.7999999999999998,17.570899999999995,13.0,3.299999999999997,3.115000000000009,6.100000000000023,7.099999999999994,-7.599999999999966
2023-07-01,413.7,0.2999999999999998,17.703000000000003,28.0,-9.200000000000003,0.20000000000000284,10.300000000000011,8.699999999999989,0.19999999999998863
2023-08-01,446.8,6.1000000000000005,55.669399999999996,80.0,10.799999999999997,19.379999999999995,-9.800000000000011,-12.0,-5.800000000000011
2023-09-01,485.9,0.29999999999999893,27.8639,135.0,12.900000000000006,1.0699999999999932,-6.900000000000034,-9.899999999999977,2.6999999999999886
2023-10-01,473.1,-4.399999999999999,0.02240000000000464,155.0,17.499999999999986,13.965000000000003,-6.099999999999966,-5.5,0.4000000000000341
2023-11-01,431.4,4.5,3.819999999999993,57.5,17.900000000000006,1.595000000000013,2.099999999999966,4.399999999999977,10.899999999999977
2023-12-01,405.4,12.7,288.1543,47.5,-13.699999999999989,-0.6200000000000045,-7.599999999999966,-6.599999999999994,9.5
2024-01-01,416.1,-4.899999999999999,176.35080000000005,220.0,65.9,-20.14500000000001,-12.300000000000011,-14.099999999999994,-0.19999999999998863
2024-02-01,433.4,-7.400000000000002,16.568499999999972,-125.0,-3.3000000000000114,0.025000000000005684,-5.5,-7.0,-3.400000000000034
2024-03-01,443.2,-2.1999999999999993,15.423700000000053,-70.0,-31.400000000000006,-36.69,0.0,-2.1999999999999886,20.0
2024-04-01,467.6,-2.1999999999999993,18.620599999999968,0.0,3.5999999999999943,-10.910000000000004,2.1999999999999886,-1.700000000000017,35.900000000000034
2024-05-01,424.8,-4.6000000000000005,17.90530000000001,82.5,-12.399999999999977,-29.285,6.900000000000034,10.400000000000006,5.599999999999966
2024-06-01,428.1,0.39999999999999947,16.91579999999999,180.0,11.049999999999983,0.9349999999999987,-3.1000000000000227,-3.0999999999999943,-7.199999999999989
2024-07-01,442.8,-0.5999999999999996,19.98580000000004,155.0,18.849999999999994,3.269999999999996,-5.699999999999989,-7.5,3.6999999999999886
2024-08-01,418.8,0.20000000000000018,19.155199999999923,-82.5,-17.69999999999999,1.9100000000000037,-13.100000000000023,-12.099999999999994,9.200000000000045
2024-09-01,385.2,-0.7000000000000002,18.904999999999973,-102.5,-19.600000000000023,0.6700000000000017,1.1000000000000227,3.299999999999983,17.299999999999955
2024-10-01,393.9,-0.7999999999999998,19.742800000000102,-37.5,-33.39999999999998,0.7899999999999991,6.300000000000011,4.599999999999994,25.100000000000023
